N,
2.68816,-0.0670206
2.70491,-0.0596902
2.72271,-0.0774926
2.73004,-0.0774926
2.7468,-0.0722566
2.75308,-0.0722566
2.75937,-0.074351
2.76146,-0.0764454
2.76146,-0.0827286
2.7646,-0.0858702
2.77717,-0.0879646
2.78345,-0.0921534
2.78659,-0.0963422
2.78869,-0.0963422
2.79183,-0.0942478
2.79183,-0.0890118
2.79288,-0.0879646
2.79288,-0.084823
2.79392,-0.0837758
2.79392,-0.079587
2.79602,-0.0764454
2.79602,-0.074351
2.8044,-0.0649262
2.8044,-0.0575958
2.80544,-0.0565486
2.80544,-0.0544542
2.80858,-0.0492182
2.81382,-0.0439822
2.81382,-0.0387464
2.81487,-0.0376992
2.81382,-0.0335104
2.80858,-0.0324632
2.80649,-0.0303688
2.79916,-0.0303688
2.79288,-0.0282744
2.77193,-0.0272272
2.7667,-0.0230384
2.7667,-0.020944
2.7646,-0.01780236
2.75937,-0.01780236
2.75622,-0.01989676
2.7468,-0.0219912
2.73214,-0.0230384
2.72376,-0.0219912
2.72062,-0.01989676
2.72481,-0.01780236
2.73947,-0.01675516
2.74889,-0.01151918
2.76565,-0.00733038
2.7824,-0.00628318
2.78555,-0.00942478
2.79183,-0.01047198
2.79392,-0.01256638
2.79392,-0.01675516
2.79497,-0.01884956
2.80125,-0.0240856
2.8201,-0.0240856
2.82115,-0.0230384
2.82115,-0.01884956
2.81906,-0.01570796
2.81906,-0.01361356
2.81696,-0.01151918
2.81696,-0.00523598
2.81801,-0.0041888
2.81801,-0.0020944
2.82953,0.00942478
2.83162,0.01361356
2.83162,0.01570796
2.83476,0.020944
2.84209,0.0219912
2.84628,0.01884956
2.84838,0.01884956
2.86199,0.00628318
2.87351,0.0041888
2.87875,-0.0031416
2.88398,-0.0041888
2.88817,-0.00837758
2.88922,-0.01361356
2.88084,-0.01466076
2.86932,-0.01151918
2.86409,-0.00837758
2.85675,-0.001047198
2.85152,0
2.83895,0
2.83581,-0.0031416
2.83372,-0.0031416
2.82534,-0.01256638
2.82534,-0.01780236
2.82848,-0.020944
2.82848,-0.0230384
2.83057,-0.0272272
2.82848,-0.0293216
2.82848,-0.0324632
2.82534,-0.0387464
2.82534,-0.0492182
2.82429,-0.0502654
2.82429,-0.0722566
2.80858,-0.0869174
2.80858,-0.0911062
2.80963,-0.0921534
2.80963,-0.0984366
2.81068,-0.0994838
2.81068,-0.1026254
2.81487,-0.1068142
2.81801,-0.1120502
2.82848,-0.121475
2.83267,-0.1246166
2.84733,-0.1246166
2.85047,-0.1225222
2.87456,-0.1235694
2.88189,-0.1183334
2.89655,-0.1120502
2.89655,-0.1099558
2.89236,-0.1047198
2.89236,-0.100531
2.89131,-0.0994838
2.89131,-0.0973894
2.88922,-0.0932006
2.88922,-0.090059
2.88712,-0.0869174
2.88608,-0.0827286
2.88398,-0.0806342
2.87979,-0.0806342
2.86513,-0.074351
2.86094,-0.0701622
2.85675,-0.0607374
2.85257,-0.0565486
2.84838,-0.0492182
2.84838,-0.0450294
2.84733,-0.042935
2.85361,-0.0345576
2.85466,-0.0303688
2.8578,-0.0272272
2.86304,-0.0303688
2.86932,-0.0376992
2.88189,-0.0376992
2.88922,-0.0397936
2.89655,-0.048171
2.90597,-0.0492182
2.90702,-0.048171
2.90702,-0.036652
2.90597,-0.0356048
2.91121,-0.0335104
2.9154,-0.0335104
2.92482,-0.0408408
2.93111,-0.0408408
2.93215,-0.041888
2.93215,-0.048171
2.94053,-0.0607374
2.94053,-0.0628318
2.94158,-0.063879
2.94158,-0.0670206
2.94263,-0.0680678
2.94263,-0.0837758
2.94577,-0.090059
2.94577,-0.0921534
2.96147,-0.1089086
2.96147,-0.111003
2.96357,-0.1141446
2.96566,-0.1141446
2.96985,-0.1099558
2.96985,-0.1078614
2.97614,-0.095295
2.97928,-0.0921534
2.98347,-0.0932006
2.99394,-0.0994838
3.00755,-0.1047198
3.01174,-0.111003
3.02745,-0.1235694
3.02745,-0.1298524
3.02954,-0.132994
3.02954,-0.1350884
3.03164,-0.1392772
3.04001,-0.1424188
3.04211,-0.1392772
3.04211,-0.1288052
3.04106,-0.1277582
3.04106,-0.1193806
3.04211,-0.1183334
3.04211,-0.116239
3.0442,-0.1141446
3.0442,-0.105767
3.04839,-0.0973894
3.05153,-0.0942478
3.05677,-0.084823
3.05677,-0.0785398
3.05782,-0.0774926
3.07876,-0.0774926
3.08295,-0.0816814
3.08504,-0.0816814
3.09028,-0.0858702
3.09133,-0.0869174
3.09133,-0.0890118
3.09447,-0.0921534
3.10808,-0.0921534
3.11227,-0.1015782
3.11437,-0.1036726
3.11855,-0.1047198
3.13426,-0.1036726
3.13426,-0.1015782
3.13112,-0.0994838
3.13112,-0.0973894
3.12903,-0.095295
3.12903,-0.0911062
3.12693,-0.0890118
3.12693,-0.084823
3.12798,-0.0837758
3.12798,-0.0774926
3.12693,-0.0764454
3.12693,-0.0680678
3.12588,-0.0670206
3.11646,-0.0607374
3.11122,-0.0607374
3.10599,-0.0565486
3.09237,-0.0502654
3.08819,-0.0460766
3.0819,-0.036652
3.06096,-0.0356048
3.05258,-0.0272272
3.05153,-0.0251328
3.05153,-0.0230384
3.05258,-0.0219912
3.05468,-0.0219912
3.06934,-0.0303688
3.08295,-0.031416
3.09342,-0.0356048
3.10285,-0.0356048
3.10913,-0.042935
3.11227,-0.0439822
3.13531,-0.0439822
3.13636,-0.042935
3.14055,-0.0439822
3.14159,-0.0439822
